"meta_id","post_id","meta_key","meta_value"
"2610","665","_wp_attachment_metadata","a:7:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:28:""2026/01/IMG_3496-scaled.jpeg"";s:8:""filesize"";i:871769;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_3496-225x300.jpeg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:34383;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_3496-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:194977;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_3496-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:21509;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_3496-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:194977;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_3496-1152x1536.jpeg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:375223;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_3496-1536x2048.jpeg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:602812;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""1.5"";s:6:""credit"";s:0:"""";s:6:""camera"";s:9:""iPhone 14"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1754650862"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:3:""5.7"";s:3:""iso"";s:2:""50"";s:13:""shutter_speed"";s:18:""0.0021691973969631"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_3496.jpeg"";}"
"2611","635","_wp_trash_meta_status","publish"
"2612","635","_wp_trash_meta_time","1767942830"
"2613","635","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-34"
"2614","627","_wp_trash_meta_status","publish"
"2615","627","_wp_trash_meta_time","1767942846"
"2616","627","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-20"
"2617","622","_wp_trash_meta_status","publish"
"2618","622","_wp_trash_meta_time","1767942856"
"2619","622","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-8"
"2620","621","_wp_trash_meta_status","publish"
"2621","621","_wp_trash_meta_time","1767942864"
"2622","621","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-6"
"2623","584","_wp_trash_meta_status","publish"
"2624","584","_wp_trash_meta_time","1767942872"
"2625","584","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-29"
"2626","636","_wp_trash_meta_status","publish"
"2627","636","_wp_trash_meta_time","1768037355"
"2628","636","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-35"
"2629","628","_wp_trash_meta_status","publish"
"2630","628","_wp_trash_meta_time","1768037370"
"2631","628","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-21"
"2632","623","_wp_trash_meta_status","publish"
"2633","623","_wp_trash_meta_time","1768037383"
"2634","623","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-9"
"2635","666","substitution_date","2026-01-17"
"2636","666","substitution_role","Gyógyszerész"
"2637","666","substitution_requirements","Novodata program ismerete."
"2638","666","_request_author_id","569"
"2639","664","applicants","a:0:{}"
"2640","660","_wp_trash_meta_status","publish"
"2641","660","_wp_trash_meta_time","1768385178"
"2642","660","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-11"
"2643","661","_wp_trash_meta_status","publish"
"2644","661","_wp_trash_meta_time","1768385186"
"2645","661","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-13"
"2646","638","_wp_trash_meta_status","publish"
"2647","638","_wp_trash_meta_time","1768385200"
"2648","638","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-37"
"2649","637","_wp_trash_meta_status","publish"
"2650","637","_wp_trash_meta_time","1768385209"
"2651","637","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-36"
"2652","586","_wp_trash_meta_status","private"
"2653","586","_wp_trash_meta_time","1768385230"
"2654","586","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-31"
"2655","664","_rejected_applicants","a:1:{i:0;i:353;}"
"2656","641","applicants","a:1:{i:0;i:331;}"
"2657","666","applicants","a:0:{}"
"2658","663","_wp_trash_meta_status","publish"
"2659","663","_wp_trash_meta_time","1768546740"
"2660","663","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-16"
"2661","662","_wp_trash_meta_status","publish"
"2662","662","_wp_trash_meta_time","1768546746"
"2663","662","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-15"
"2664","639","_wp_trash_meta_status","publish"
"2665","639","_wp_trash_meta_time","1768546755"
"2666","639","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-38"
"2667","630","_wp_trash_meta_status","publish"
"2668","630","_wp_trash_meta_time","1768546764"
"2669","630","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-24"
"2670","629","_wp_trash_meta_status","publish"
"2671","629","_wp_trash_meta_time","1768546772"
"2672","629","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-22"
"2673","664","_wp_trash_meta_status","publish"
"2674","664","_wp_trash_meta_time","1768685904"
"2675","664","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-17"
"2676","666","_wp_trash_meta_status","publish"
"2677","666","_wp_trash_meta_time","1768729341"
"2678","666","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt"
"2679","668","_wp_attached_file","2026/01/A4A5DAC4-25E8-4FBC-AA84-4741F990D8BE.jpeg"
"2680","668","_wp_attachment_metadata","a:6:{s:5:""width"";i:750;s:6:""height"";i:1334;s:4:""file"";s:49:""2026/01/A4A5DAC4-25E8-4FBC-AA84-4741F990D8BE.jpeg"";s:8:""filesize"";i:192477;s:5:""sizes"";a:3:{s:6:""medium"";a:5:{s:4:""file"";s:49:""A4A5DAC4-25E8-4FBC-AA84-4741F990D8BE-169x300.jpeg"";s:5:""width"";i:169;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:15103;}s:5:""large"";a:5:{s:4:""file"";s:50:""A4A5DAC4-25E8-4FBC-AA84-4741F990D8BE-576x1024.jpeg"";s:5:""width"";i:576;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:81557;}s:9:""thumbnail"";a:5:{s:4:""file"";s:49:""A4A5DAC4-25E8-4FBC-AA84-4741F990D8BE-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:8682;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:26:""iPhone SE (2nd generation)"";s:7:""caption"";s:44:""{""eId"":""298563304756442"",""CameraPosition"":2}"";s:17:""created_timestamp"";s:10:""1620815899"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""2.87"";s:3:""iso"";s:3:""500"";s:13:""shutter_speed"";s:16:""0.03030303030303"";s:5:""title"";s:44:""{""eId"":""298563304756442"",""CameraPosition"":2}"";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}}"
"2681","643","applicants","a:2:{i:0;i:500;i:1;i:585;}"
"2682","640","_wp_trash_meta_status","publish"
"2683","640","_wp_trash_meta_time","1768989806"
"2684","640","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-39"
"2685","631","_wp_trash_meta_status","publish"
"2686","631","_wp_trash_meta_time","1768989814"
"2687","631","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-25"
"2688","641","_wp_trash_meta_status","publish"
"2689","641","_wp_trash_meta_time","1768989823"
"2690","641","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-40"
"2691","671","substitution_date","2026-06-22"
"2692","671","substitution_role","Gyógyszerész"
"2693","671","substitution_requirements","QB programmal dolgozunk"
"2694","671","_request_author_id","294"
"2695","672","substitution_date","2026-06-23"
"2696","672","substitution_role","Gyógyszerész"
"2697","672","substitution_requirements","QB programmal dolgozunk"
"2698","672","_request_author_id","294"
"2699","673","substitution_date","2026-08-17"
"2700","673","substitution_role","Gyógyszerész"
"2701","673","substitution_requirements","QB programmal dolgozunk"
"2702","673","_request_author_id","294"
"2703","674","substitution_date","2026-08-18"
"2704","674","substitution_role","Gyógyszerész"
"2705","674","substitution_requirements","QB programmal dolgozunk"
"2706","674","_request_author_id","294"
"2707","675","substitution_date","2026-10-19"
"2708","675","substitution_role","Gyógyszerész"
"2709","675","substitution_requirements","QB programmal dolgozunk"
"2710","675","_request_author_id","294"
"2711","676","substitution_date","2026-10-20"
"2712","676","substitution_role","Gyógyszerész"
"2713","676","substitution_requirements","QB programmal dolgozunk"
"2714","676","_request_author_id","294"
"2715","642","_wp_trash_meta_status","publish"
"2716","642","_wp_trash_meta_time","1769088042"
"2717","642","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-41"
"2718","677","substitution_date","2026-02-07"
"2719","677","substitution_role","Gyógyszerész"
"2720","677","substitution_requirements","Ügyeleti idősávba keresek helyettes gyógyszerészt február 7. 20:00-február 8. 08:00-ig a sárvári BENU gyógyszertárba."
"2721","677","_request_author_id","599"
"2722","678","substitution_date","2026-06-22"
"2723","678","substitution_role","Gyógyszerész"
"2724","678","substitution_requirements","Novodata ismerettel, 7.30-18.30 közti munkavégzésre keresünk kisforgalmú patikánkba"
"2725","678","_request_author_id","602"
"2726","679","substitution_date","2026-06-23"
"2727","679","substitution_role","Gyógyszerész"
"2728","679","substitution_requirements","Novodatával dolgozunk. 7.30-18.30 közt."
"2729","679","_request_author_id","602"
"2730","680","substitution_date","2026-08-17"
"2731","680","substitution_role","Gyógyszerész"
"2732","680","substitution_requirements","7.30-18.30 közti nyitvatartás. Novodata programismeret."
"2733","680","_request_author_id","602"
"2734","681","substitution_date","2026-08-18"
"2735","681","substitution_role","Gyógyszerész"
"2736","681","substitution_requirements","7.30-18.30 közti nyitvatartás. Novodata programismeret."
"2737","681","_request_author_id","602"
"2738","678","applicants","a:1:{i:0;i:338;}"
"2739","680","applicants","a:1:{i:0;i:338;}"
"2740","682","_wp_attached_file","2026/01/IMG_9518-scaled.jpeg"
"2741","682","_wp_attachment_metadata","a:7:{s:5:""width"";i:1975;s:6:""height"";i:2560;s:4:""file"";s:28:""2026/01/IMG_9518-scaled.jpeg"";s:8:""filesize"";i:473565;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_9518-231x300.jpeg"";s:5:""width"";i:231;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:19517;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_9518-790x1024.jpeg"";s:5:""width"";i:790;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:87317;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_9518-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:13701;}s:12:""medium_large"";a:5:{s:4:""file"";s:21:""IMG_9518-768x995.jpeg"";s:5:""width"";i:768;s:6:""height"";i:995;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:83380;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_9518-1185x1536.jpeg"";s:5:""width"";i:1185;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:180534;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_9518-1580x2048.jpeg"";s:5:""width"";i:1580;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:310535;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""1.5"";s:6:""credit"";s:0:"""";s:6:""camera"";s:17:""iPhone 13 Pro Max"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1684780180"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:3:""5.7"";s:3:""iso"";s:3:""400"";s:13:""shutter_speed"";s:17:""0.016666666666667"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_9518.jpeg"";}"
"2742","645","applicants","a:1:{i:0;i:274;}"
"2743","643","_wp_trash_meta_status","publish"
"2744","643","_wp_trash_meta_time","1769378071"
"2745","643","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-42"
"2746","644","_wp_trash_meta_status","publish"
"2747","644","_wp_trash_meta_time","1769492918"
"2748","644","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-43"
"2751","684","_wp_attached_file","2026/01/211daed9-e2c0-4819-86af-fb975639d830.jpeg"
"2752","684","_wp_attachment_metadata","a:6:{s:5:""width"";i:832;s:6:""height"";i:908;s:4:""file"";s:49:""2026/01/211daed9-e2c0-4819-86af-fb975639d830.jpeg"";s:8:""filesize"";i:204365;s:5:""sizes"";a:3:{s:6:""medium"";a:5:{s:4:""file"";s:49:""211daed9-e2c0-4819-86af-fb975639d830-275x300.jpeg"";s:5:""width"";i:275;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:18964;}s:9:""thumbnail"";a:5:{s:4:""file"";s:49:""211daed9-e2c0-4819-86af-fb975639d830-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6914;}s:12:""medium_large"";a:5:{s:4:""file"";s:49:""211daed9-e2c0-4819-86af-fb975639d830-768x838.jpeg"";s:5:""width"";i:768;s:6:""height"";i:838;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:108514;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1754649908"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"2753","685","_wp_attached_file","2026/01/IMG_0302-scaled.jpeg"
"2754","685","_wp_attachment_metadata","a:7:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:28:""2026/01/IMG_0302-scaled.jpeg"";s:8:""filesize"";i:694503;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_0302-225x300.jpeg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:28546;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_0302-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:139156;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_0302-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:20740;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_0302-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:139156;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_0302-1152x1536.jpeg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:276312;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_0302-1536x2048.jpeg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:463209;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""1.9"";s:6:""credit"";s:0:"""";s:6:""camera"";s:13:""iPhone 17 Pro"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1764318118"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:10:""2.71484375"";s:3:""iso"";s:3:""160"";s:13:""shutter_speed"";s:4:""0.02"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_0302.jpeg"";}"
"2755","632","_wp_trash_meta_status","publish"
"2756","632","_wp_trash_meta_time","1769587962"
"2757","632","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-26"
"2758","686","substitution_date","2026-02-05"
"2759","686","substitution_role","Gyógyszerész"
"2760","686","substitution_requirements","Heves városban, 7:30-17:00 nyitvatartású gyógyszertárba keresek helyettes gyógyszerészt. Lx-Line programot használunk."
"2761","686","_request_author_id","620"
"2762","687","substitution_date","2026-02-26"
"2763","687","substitution_role","Gyógyszerész"
"2764","687","substitution_requirements","Heves városban, 7:30-17:00 nyitvatarású gyógyszertárba keresek helyettes gyógyszerészt. Lx-Line programot használunk."
"2765","687","_request_author_id","620"
"2766","688","substitution_date","2026-03-19"
"2767","688","substitution_role","Gyógyszerész"
"2768","688","substitution_requirements","Heves városban, 7:30-17:00 nyitvatarású gyógyszertárba keresek helyettes gyógyszerészt. Lx-Line programot használunk."
"2769","688","_request_author_id","620"
"2770","689","substitution_date","2026-03-26"
"2771","689","substitution_role","Gyógyszerész"
"2772","689","substitution_requirements","Heves városban, 7:30-17:00 nyitvatarású gyógyszertárba keresek helyettes gyógyszerészt. Lx-Line programot használunk."
"2773","689","_request_author_id","620"
"2774","686","applicants","a:1:{i:0;i:338;}"
"2775","691","sender_id","620"
"2776","691","recipient_id","338"
"2777","691","_request_id","686"
"2778","691","_is_read","1"
"2779","686","confirmed_applicant","338"
"2784","693","substitution_date","2026-07-29"
"2785","693","substitution_role","Szakasszisztens"
"2786","693","substitution_requirements","Helyettesítést keresünk következő időszakra :2026.07.27-2026.08.07-ig, összesen 10 munkanapra, napi 10 órával.
Kérem szépen árajánlatokat ?
Köszönettel:
Iris Patika"
"2787","693","_request_author_id","621"
"2788","645","_wp_trash_meta_status","publish"
"2789","645","_wp_trash_meta_time","1769691698"
"2790","645","_wp_desired_post_slug","helyettesitesi-igeny-feldolgozas-alatt-44"
"2791","694","substitution_date","2026-08-03"
"2792","694","substitution_role","Gyógyszerész"
"2793","694","substitution_requirements","Novodata program, 3 hétre, aug.3-21-ig, napi 5 óra, napi váltásban. Igény szerint szóba jöhet tömbösítve heti 2 nap 7:30-19:00-ig."
"2794","694","_request_author_id","287"
"2795","695","substitution_date","2026-08-03"
"2796","695","substitution_role","Gyógyszerész"
"2797","695","substitution_requirements","Novodata programmal dolgozunk. 3 hétre kell gyógyszerész, aug. 3-21-ig munkanapokra. Napi 5 óra váltásban. Igény szerint tömbösítve is lehet, heti 2 nap 7:30-19:00-ig. Zöldkereszt Gyógyszertár Dunaújváros +36-20-4558126"
"2798","695","_request_author_id","287"
"2799","696","_wp_attached_file","2026/01/IMG_0735-scaled.jpeg"
"2800","696","_wp_attachment_metadata","a:7:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:28:""2026/01/IMG_0735-scaled.jpeg"";s:8:""filesize"";i:721007;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_0735-225x300.jpeg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:28796;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_0735-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:132801;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_0735-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:19207;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_0735-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:132801;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_0735-1152x1536.jpeg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:271748;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_0735-1536x2048.jpeg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:473901;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:9:""iPhone 12"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1769446610"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""2.71"";s:3:""iso"";s:3:""800"";s:13:""shutter_speed"";s:17:""0.043478260869565"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_0735.jpeg"";}"
"2801","697","_wp_attached_file","2026/01/1000025509-scaled.jpg"
"2802","697","_wp_attachment_metadata","a:7:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:29:""2026/01/1000025509-scaled.jpg"";s:8:""filesize"";i:956227;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:22:""1000025509-225x300.jpg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:74822;}s:5:""large"";a:5:{s:4:""file"";s:23:""1000025509-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:211329;}s:9:""thumbnail"";a:5:{s:4:""file"";s:22:""1000025509-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:66206;}s:12:""medium_large"";a:5:{s:4:""file"";s:23:""1000025509-768x1024.jpg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:211329;}s:9:""1536x1536"";a:5:{s:4:""file"";s:24:""1000025509-1152x1536.jpg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:401057;}s:9:""2048x2048"";a:5:{s:4:""file"";s:24:""1000025509-1536x2048.jpg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:653886;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.4"";s:6:""credit"";s:0:"""";s:6:""camera"";s:8:""SM-F721B"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1768463528"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""3.17"";s:3:""iso"";s:3:""500"";s:13:""shutter_speed"";s:11:""0.029994234"";s:5:""title"";s:0:"""";s:11:""orientation"";i:1;s:8:""keywords"";a:0:{}}s:14:""original_image"";s:14:""1000025509.jpg"";}"
"2803","698","_wp_attached_file","2026/01/profilk.jpg"
"2804","698","_wp_attachment_metadata","a:6:{s:5:""width"";i:949;s:6:""height"";i:960;s:4:""file"";s:19:""2026/01/profilk.jpg"";s:8:""filesize"";i:97056;s:5:""sizes"";a:3:{s:6:""medium"";a:5:{s:4:""file"";s:19:""profilk-297x300.jpg"";s:5:""width"";i:297;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:16790;}s:9:""thumbnail"";a:5:{s:4:""file"";s:19:""profilk-150x150.jpg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:6358;}s:12:""medium_large"";a:5:{s:4:""file"";s:19:""profilk-768x777.jpg"";s:5:""width"";i:768;s:6:""height"";i:777;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:73329;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
"2805","700","_wp_attached_file","2026/01/IMG_3023-scaled.jpeg"
"2806","700","_wp_attachment_metadata","a:7:{s:5:""width"";i:1920;s:6:""height"";i:2560;s:4:""file"";s:28:""2026/01/IMG_3023-scaled.jpeg"";s:8:""filesize"";i:389485;s:5:""sizes"";a:6:{s:6:""medium"";a:5:{s:4:""file"";s:21:""IMG_3023-225x300.jpeg"";s:5:""width"";i:225;s:6:""height"";i:300;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:22402;}s:5:""large"";a:5:{s:4:""file"";s:22:""IMG_3023-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:94493;}s:9:""thumbnail"";a:5:{s:4:""file"";s:21:""IMG_3023-150x150.jpeg"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:15138;}s:12:""medium_large"";a:5:{s:4:""file"";s:22:""IMG_3023-768x1024.jpeg"";s:5:""width"";i:768;s:6:""height"";i:1024;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:94493;}s:9:""1536x1536"";a:5:{s:4:""file"";s:23:""IMG_3023-1152x1536.jpeg"";s:5:""width"";i:1152;s:6:""height"";i:1536;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:172711;}s:9:""2048x2048"";a:5:{s:4:""file"";s:23:""IMG_3023-1536x2048.jpeg"";s:5:""width"";i:1536;s:6:""height"";i:2048;s:9:""mime-type"";s:10:""image/jpeg"";s:8:""filesize"";i:270814;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:3:""2.2"";s:6:""credit"";s:0:"""";s:6:""camera"";s:9:""iPhone 11"";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:10:""1628681289"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:4:""2.71"";s:3:""iso"";s:2:""25"";s:13:""shutter_speed"";s:18:""0.0054644808743169"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""1"";s:8:""keywords"";a:0:{}}s:14:""original_image"";s:13:""IMG_3023.jpeg"";}"
"2807","654","_wp_trash_meta_status","publish"
"2808","654","_wp_trash_meta_time","1770019440"
