"ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count"
"346","1","2025-10-19 15:16:13","2025-10-19 15:16:13","<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Üdvözlünk a Pharmagister oldalán!</strong> </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Ez a platform azért jött létre, hogy <strong>egyszerűen és hatékonyan kösse össze</strong> a helyettesítőt kereső <strong>gyógyszertárakat</strong> a munkát vállaló <strong>gyógyszerészekkel és szakasszisztensekkel</strong>. Célunk, hogy megkönnyítsük a megfelelő munkaerő vagy munkaalkalom megtalálását a gyógyszerészeti szektorban.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Hogyan Működik?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Az oldal két fő felhasználói csoportot szolgál ki: a&nbsp;<strong>Gyógyszertárakat</strong>, akik igényt adnak fel, és a&nbsp;<strong>Helyettesítőket</strong>(Gyógyszerészek, Szakasszisztensek), akik ezekre jelentkezhetnek.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Helyettesítőknek (Gyógyszerész, Szakasszisztens) 🧑‍⚕️</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>1. Regisztráció és Profil Kitöltése</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Regisztráció:</strong>&nbsp;Hozz létre egy fiókot a megfelelő szerepkör (Gyógyszerész vagy Szakasszisztens) kiválasztásával.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Profil:</strong>&nbsp;A sikeres regisztráció után lépj a&nbsp;<strong>""Profilom szerkesztése""</strong>&nbsp;menüpontra.&nbsp;<strong>Fontos:</strong>&nbsp;Ahhoz, hogy jelentkezni tudj igényekre, ki kell töltened a kötelező szakmai adatokat (tapasztalat, szoftverismeret, órabér). Tölts fel profilképet és adj meg egy rövid bemutatkozást, hogy a gyógyszertárak jobb képet kapjanak rólad.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>2. Igények Keresése</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Naptár Nézet:</strong>&nbsp;A&nbsp;<strong>""Naptár""</strong>&nbsp;menüpontban vizuálisan láthatod a meghirdetett igényeket. Kattints egy&nbsp;<strong>naptári napra</strong>, hogy megtekintsd az aznapi elérhető pozíciókat egy felugró ablakban.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Vezérlőpult Kereső:</strong>&nbsp;A&nbsp;<strong>""Vezérlőpult""</strong>&nbsp;menüpont alatt található az&nbsp;<strong>""Elérhető Igények Keresése""</strong>&nbsp;rész. Itt szűrhetsz gyógyszertár nevére vagy irányítószámra is. A lista azokat az igényeket mutatja, amelyek megfelelnek a profilodban beállított szerepkörnek (Gyógyszerész/Szakasszisztens), és amelyekre még nem jelentkeztél (vagy nem utasítottak el).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>3. Jelentkezés Igényekre</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Mind a&nbsp;<strong>Naptár</strong>&nbsp;nézetben (a napra kattintva felugró ablakban), mind a&nbsp;<strong>Vezérlőpult</strong>&nbsp;kereső listájában találsz&nbsp;<strong>""Jelentkezem""</strong>&nbsp;gombot az igények mellett.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Kattintás előtt a&nbsp;<strong>""Részletek""</strong>&nbsp;gombbal  vagy az igény nevére kattintva megtekintheted a gyógyszertár által megadott minimum követelményeket.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• A ""Jelentkezem"" gombra kattintva a gyógyszertár értesítést kap.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>4. Jelentkezéseid Kezelése (Vezérlőpult)</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• A&nbsp;<strong>""Vezérlőpult""</strong>&nbsp;tetején, a&nbsp;<strong>""Jelentkezéseim""</strong>&nbsp;részben láthatod azokat az igényeket, amelyekre jelentkeztél.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Státuszok:</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Függőben:</strong>&nbsp;A gyógyszertár még nem döntött a jelentkezésedről. Itt még visszavonhatod a jelentkezésed (<strong>""Jelentkezés visszavonása""</strong>&nbsp;gomb), vagy megtekintheted az igény részleteit (<strong>""Részletek""</strong>&nbsp;gomb).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Elfogadva:</strong>&nbsp;Gratulálunk! A gyógyszertár elfogadta a jelentkezésed. Itt láthatod a gyógyszertár elérhetőségeit. Ha a helyettesítés megtörtént, vagy már nem releváns számodra ez a sor, az&nbsp;<strong>""Eltávolítás a listából""</strong>&nbsp;gombbal elrejtheted.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Elutasítva:</strong>&nbsp;A gyógyszertár sajnos nem a te jelentkezésedet választotta. Ezt a sort is eltávolíthatod a listából az&nbsp;<strong>""Eltávolítás a listából""</strong>&nbsp;gombbal.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Üzenetek:</strong>&nbsp;Bármelyik státuszban (kivéve talán az elutasítottat) tudsz üzenetet váltani a gyógyszertárral az&nbsp;<strong>""Üzenet a gyógyszertárnak""</strong>&nbsp;gombra kattintva.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Gyógyszertáraknak 🏢</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>1. Regisztráció és Profil</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Regisztráció:</strong>&nbsp;Hozz létre egy fiókot ""Gyógyszertár"" szerepkörrel, megadva a gyógyszertár nevét és címét.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Profil:</strong>&nbsp;A&nbsp;<strong>""Profilom szerkesztése""</strong>&nbsp;menüpontban módosíthatod az alapadataidat és feltölthetsz egy logót vagy képet.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>2. Igények Feladása</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Menj a&nbsp;<strong>""Naptár""</strong>&nbsp;menüpontra.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Kattints arra a&nbsp;<strong>naptári napra</strong>, amelyikre helyettesítőt keresel.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Egy felugró ablak jelenik meg:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Ha&nbsp;<strong>még nincs igényed</strong>&nbsp;aznapra, rögtön az új igény létrehozása űrlap jelenik meg. Válaszd ki a keresett pozíciót (Gyógyszerész/Szakasszisztens), és add meg a&nbsp;<strong>minimum követelményeket</strong>&nbsp;(pl. tapasztalat, programismeret). Kattints a ""Létrehozás"" / ""Feladás"" gombra.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Ha&nbsp;<strong>már van igényed</strong>&nbsp;aznapra, először egy lista jelenik meg a meglévő igénye(i)dről, ahol törölheted őket. A lista alatt található&nbsp;<strong>Új igény feladása erre a napra</strong>    gombra kattintva tudsz további igényt rögzíteni ugyanarra a napra.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>3. Jelentkezők Kezelése (Vezérlőpult)</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• A&nbsp;<strong>""Vezérlőpult""</strong>&nbsp;menüpont alatt láthatod a&nbsp;<strong>""Meghirdetett Igényeim Kezelése""</strong>&nbsp;listát.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Nyisd le azt az igényt, amelyik érdekel.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Itt láthatod a&nbsp;<strong>függőben lévő jelentkezőket</strong>.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Minden jelentkezőnél lehetőséged van:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>• Megtekinteni az&nbsp;<strong>Adatlapját</strong>&nbsp;(profilját).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Üzenetet</strong>&nbsp;küldeni neki.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Elfogadni</strong>&nbsp;a jelentkezését: Ezzel az igény státusza ""Betöltve""-re változik, a többi jelentkezőt a rendszer nem értesíti automatikusan (de illik nekik írni), és az elfogadott helyettesítő kap értesítést. Az elfogadott helyettesítő elérhetőségei megjelennek az igény részleteinél.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Elutasítani</strong>&nbsp;a jelentkezését: A jelentkező értesítést kap az elutasításról. Megadhatsz indoklást is (pl. ""Betelt pozíció"" vagy egyedi szöveg), ami megjelenik a helyettesítőnek küldött értesítésben. Az elutasított jelentkező többé nem látja ezt az igényt a keresőben.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>4. Igények Törlése</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Vezérlőpult:</strong>&nbsp;A ""Meghirdetett Igényeim Kezelése"" listában minden igény mellett (legyen az nyitott vagy már betöltött) találsz egy&nbsp;<strong>""Igény Törlése""</strong>&nbsp;gombot. Ez véglegesen eltávolítja az igényt a rendszerből.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Naptár:</strong>&nbsp;A napra kattintva felugró ablakban, a meglévő igényeid listájában is van&nbsp;<strong>""Törlés""</strong>&nbsp;gomb.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Közös Funkciók 💬👤</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Üzenetek:</strong>&nbsp;A&nbsp;<strong>""Üzeneteim""</strong>&nbsp;menüpontban láthatod a beszélgetéseidet. Új üzenetet általában egy igényhez vagy felhasználói profilhoz kapcsolódóan tudsz kezdeményezni (pl. a ""Jelentkezem"" melletti ""Üzenet"" gombbal, vagy a Vezérlőpulton a jelentkezőknél/elfogadott helyettesítőnél).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Profilok:</strong>&nbsp;Más felhasználók (gyógyszertárak vagy helyettesítők) adatlapját megtekintheted (ha a rendszer ezt lehetővé teszi, pl. a Vezérlőpulton), hogy több információt szerezz róluk.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Tippek a Hatékony Használathoz ✨</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Helyettesítőknek:</strong>&nbsp;Tartsd naprakészen a profilodat! Egy részletes, informatív profil növeli az esélyeidet. Válaszolj gyorsan a gyógyszertárak üzeneteire.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>•&nbsp;<strong>Gyógyszertáraknak:</strong>&nbsp;Adj meg egyértelmű követelményeket az igény feladásakor. Kommunikálj időben a jelentkezőkkel, értesítsd az elutasítottakat is (az indoklás funkció segít ebben).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Reméljük, ez az útmutató segít a Pharmagister hatékony használatában! Ha további kérdésed van, vedd fel velünk a kapcsolatot.</p>
<!-- /wp:paragraph -->","A Pharmagisterről bővebben",,"publish","closed","closed",,"a-pharmagisterrol-bovebben",,,"2025-10-24 20:27:41","2025-10-24 20:27:41",,"0","https://pharmagister.hu/?page_id=346","0","page",,"0"
"350","1","2025-10-24 18:26:42","2025-10-19 15:29:03"," ",,,"publish","closed","closed",,"350",,,"2025-10-24 18:26:42","2025-10-24 18:26:42",,"0","https://pharmagister.hu/?p=350","1","nav_menu_item",,"0"
"396","1","2025-10-24 18:26:42","2025-10-21 06:39:41",,"Bejelentkezés",,"publish","closed","closed",,"bejelentkezes-2",,,"2025-10-24 18:26:42","2025-10-24 18:26:42",,"0","https://pharmagister.hu/?p=396","8","nav_menu_item",,"0"
"397","1","2025-10-24 18:27:02","2025-10-21 06:55:57",,"Bejelentkezés",,"publish","closed","closed",,"bejelentkezes",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=397","1","nav_menu_item",,"0"
"398","1","2025-10-24 18:27:02","2025-10-21 06:55:57"," ",,,"publish","closed","closed",,"398",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=398","2","nav_menu_item",,"0"
"399","1","2025-10-24 18:27:02","2025-10-21 06:55:57"," ",,,"publish","closed","closed",,"399",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=399","3","nav_menu_item",,"0"
"400","1","2025-10-24 18:27:02","2025-10-21 06:55:57"," ",,,"publish","closed","closed",,"400",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=400","4","nav_menu_item",,"0"
"401","1","2025-10-24 18:27:02","2025-10-21 06:55:57"," ",,,"publish","closed","closed",,"401",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=401","5","nav_menu_item",,"0"
"402","1","2025-10-24 18:27:02","2025-10-21 06:55:57"," ",,,"publish","closed","closed",,"402",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=402","6","nav_menu_item",,"0"
"403","1","2025-10-24 18:27:02","2025-10-21 06:55:57"," ",,,"publish","closed","closed",,"403",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=403","7","nav_menu_item",,"0"
"404","1","2025-10-24 18:27:02","2025-10-21 14:59:12",,"Kilépés",,"publish","closed","closed",,"kilepes-2",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=404","8","nav_menu_item",,"0"
"405","1","2025-10-21 16:05:54","2025-10-21 16:05:54","<!-- wp:paragraph -->
<p>/wp-login.php</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->","Bejelentkezés",,"publish","closed","closed",,"bejelentkezes",,,"2025-10-24 20:26:57","2025-10-24 20:26:57",,"0","https://pharmagister.hu/?page_id=405","0","page",,"0"
"419","1","2025-10-22 16:35:38","2025-10-22 16:35:38","<!-- wp:paragraph -->
<p>[pss_landing_page]</p>
<!-- /wp:paragraph -->","Kezdőoldal",,"publish","closed","closed",,"kezdooldal",,,"2025-10-24 20:26:10","2025-10-24 20:26:10",,"0","https://pharmagister.hu/?page_id=419","0","page",,"0"
"427","55","2025-10-23 13:15:11","2025-10-23 13:15:11","500 ezer","Üzenet: Jékliné Epres Bettina -&gt; Bettli Gyogyó",,"publish","closed","closed",,"uzenet-jekline-epres-bettina-bettli-gyogyo",,,"2025-10-23 13:15:11","2025-10-23 13:15:11",,"0","https://pharmagister.hu/pss_message/uzenet-jekline-epres-bettina-bettli-gyogyo/","0","pss_message",,"0"
"428","55","2025-10-23 13:15:26","2025-10-23 13:15:26","De csak akkor latom az uzenetet ha belepek az uzenetekbe","Üzenet: Jékliné Epres Bettina -&gt; Bettli Gyogyó",,"publish","closed","closed",,"uzenet-jekline-epres-bettina-bettli-gyogyo-2",,,"2025-10-23 13:15:26","2025-10-23 13:15:26",,"0","https://pharmagister.hu/pss_message/uzenet-jekline-epres-bettina-bettli-gyogyo-2/","0","pss_message",,"0"
"430","55","2025-10-23 13:15:45","2025-10-23 13:15:45","Email az jott","Üzenet: Jékliné Epres Bettina -&gt; Bettli Gyogyó",,"publish","closed","closed",,"uzenet-jekline-epres-bettina-bettli-gyogyo-3",,,"2025-10-23 13:15:45","2025-10-23 13:15:45",,"0","https://pharmagister.hu/pss_message/uzenet-jekline-epres-bettina-bettli-gyogyo-3/","0","pss_message",,"0"
"433","55","2025-10-23 13:16:35","2025-10-23 13:16:35","De jott","Üzenet: Jékliné Epres Bettina -&gt; Bettli Gyogyó",,"publish","closed","closed",,"uzenet-jekline-epres-bettina-bettli-gyogyo-4",,,"2025-10-23 13:16:35","2025-10-23 13:16:35",,"0","https://pharmagister.hu/pss_message/uzenet-jekline-epres-bettina-bettli-gyogyo-4/","0","pss_message",,"0"
"435","55","2025-10-23 13:16:47","2025-10-23 13:16:47","Fogadd el a jelentkezest meg fuggoben van","Üzenet: Jékliné Epres Bettina -&gt; Bettli Gyogyó",,"publish","closed","closed",,"uzenet-jekline-epres-bettina-bettli-gyogyo-5",,,"2025-10-23 13:16:47","2025-10-23 13:16:47",,"0","https://pharmagister.hu/pss_message/uzenet-jekline-epres-bettina-bettli-gyogyo-5/","0","pss_message",,"0"
"442","55","2025-10-23 14:32:26","2025-10-23 14:32:26",,"1000008889.jpg",,"inherit","open","closed",,"1000008889-jpg",,,"2025-10-23 14:32:26","2025-10-23 14:32:26",,"0","https://pharmagister.hu/1000008889-jpg/","0","attachment","image/jpeg","0"
"462","1","2025-10-24 18:25:37","2025-10-24 18:25:37","<div class=""container py-5"" style=""max-width: 900px"">
    <div class=""row"">
        <div class=""col-md-10 mx-auto"">
            <div class=""card shadow-sm border-0"">
                <div class=""card-body p-4 p-md-5"">

                    <h2 class=""h3 text-center mb-4"">Lépj velünk kapcsolatba</h2>
                    <p class=""lead text-center mb-4"">Kérdésed van a rendszer működésével, a regisztrációval vagy a partnerséggel kapcsolatban? Az alábbi elérhetőségeken állunk rendelkezésedre.</p>

                    <hr class=""my-4"">

                    <div class=""row"">
                        <div class=""col-md-6"">
                            <h3 class=""h4 mb-3"">Központi elérhetőségek</h3>
                            <p>
                                <strong>Email (Központi):</strong><br>
                                <a href=""mailto:epresla@icloud.com"">epresla@icloud.com</a>
                                <br>
                                <small class=""text-muted"">Minden megkeresésre 24 órán belül válaszolunk.</small>
                            </p>
                            <p>
                                <strong>Telefon (Ügyfélszolgálat):</strong><br>
                                +36 30 611 32 77
                                <br>
                                <small class=""text-muted"">Elérhető hétköznap 9:00 és 17:00 között.</small>
                            </p>
                            
                        </div>
                    </div>

                </div>
            </div>
        </div>
    </div>
</div>
","Pharmagister Kapcsolat",,"publish","closed","closed",,"pharmagister-kapcsolat",,,"2025-10-24 20:23:35","2025-10-24 20:23:35",,"0","https://pharmagister.hu/?page_id=462","0","page",,"0"
"464","1","2025-10-24 18:26:11","0000-00-00 00:00:00"," ",,,"draft","closed","closed",,,,,"2025-10-24 18:26:11","0000-00-00 00:00:00",,"0","https://pharmagister.hu/?p=464","1","nav_menu_item",,"0"
"465","1","2025-10-24 18:26:42","2025-10-24 18:26:42"," ",,,"publish","closed","closed",,"465",,,"2025-10-24 18:26:42","2025-10-24 18:26:42",,"0","https://pharmagister.hu/?p=465","9","nav_menu_item",,"0"
"466","1","2025-10-24 18:27:02","2025-10-24 18:27:02"," ",,,"publish","closed","closed",,"466",,,"2025-10-24 18:27:02","2025-10-24 18:27:02",,"0","https://pharmagister.hu/?p=466","9","nav_menu_item",,"0"
"470","55","2025-10-24 18:55:45","2025-10-24 18:55:45","<!-- wp:shortcode -->
[pss_calendar]
<!-- /wp:shortcode -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->","Naptár",,"inherit","closed","closed",,"43-revision-v1",,,"2025-10-24 18:55:45","2025-10-24 18:55:45",,"43","https://pharmagister.hu/?p=470","0","revision",,"0"
"472","55","2025-10-24 18:55:45","2025-10-24 18:55:45","<div class=""container py-5"" style=""max-width: 900px"">
    <div class=""row"">
        <div class=""col-md-10 mx-auto"">
            <div class=""card shadow-sm border-0"">
                <div class=""card-body p-4 p-md-5"">

                    <h2 class=""h3 text-center mb-4"">Lépj velünk kapcsolatba</h2>
                    <p class=""lead text-center mb-4"">Kérdésed van a rendszer működésével, a regisztrációval vagy a partnerséggel kapcsolatban? Az alábbi elérhetőségeken állunk rendelkezésedre.</p>

                    <hr class=""my-4"">

                    <div class=""row"">
                        <div class=""col-md-6"">
                            <h3 class=""h4 mb-3"">Központi elérhetőségek</h3>
                            <p>
                                <strong>Email (Központi):</strong><br>
                                <a href=""mailto:epresla@icloud.com"">epresla@icloud.com</a>
                                <br>
                                <small class=""text-muted"">Minden megkeresésre 24 órán belül válaszolunk.</small>
                            </p>
                            <p>
                                <strong>Telefon (Ügyfélszolgálat):</strong><br>
                                +36 30 611 32 77
                                <br>
                                <small class=""text-muted"">Elérhető hétköznap 9:00 és 17:00 között.</small>
                            </p>
                            
                        </div>
                    </div>

                </div>
            </div>
        </div>
    </div>
</div>
","Pharmagister Kapcsolat",,"inherit","closed","closed",,"462-revision-v1",,,"2025-10-24 18:55:45","2025-10-24 18:55:45",,"462","https://pharmagister.hu/?p=472","0","revision",,"0"
"474","79","2025-10-24 20:18:06","2025-10-24 20:18:06","<!-- wp:paragraph -->
<p>[pss_custom_registration_form]</p>
<!-- /wp:paragraph -->","Regisztráció",,"inherit","closed","closed",,"208-revision-v1",,,"2025-10-24 20:18:06","2025-10-24 20:18:06",,"208","https://pharmagister.hu/?p=474","0","revision",,"0"
